RBA_RDP2021-07_Garvin_Macroprudential-Limits-Mortgage-Products-AU.pdf	https://www.rba.gov.au/publications/rdp/2021/pdf/rdp2021-07.pdf
RBA_RDP2020-03_Bergmann_Mortgage-Defaults-Double-Trigger-AU.pdf	https://www.rba.gov.au/publications/rdp/2020/pdf/rdp2020-03.pdf
RBA_RDP2014-13_Read_Mortgage-related-Financial-Difficulties-AU.pdf	https://www.rba.gov.au/publications/rdp/2014/pdf/rdp2014-13.pdf
RBA_RDP2019-06_Price_Mortgage-Debt-Consumer-Spending.pdf	https://www.rba.gov.au/publications/rdp/2019/pdf/rdp2019-06.pdf
RBA_RDP2014-06_Fox-Tulip_Is-Housing-Overvalued.pdf	https://www.rba.gov.au/publications/rdp/2014/pdf/rdp2014-06.pdf
RBA_RDP2019-01_Saunders-Tulip_Model-of-Australian-Housing-Market.pdf	https://www.rba.gov.au/publications/rdp/2019/pdf/rdp2019-01.pdf
RBA_RDP2020-02_He-LaCava_Distributional-Effects-Monetary-Policy-Housing.pdf	https://www.rba.gov.au/publications/rdp/2020/pdf/rdp2020-02.pdf
RBA_RDP2004-08_BergerThomson-Ellis_Housing-Construction-Cycles-Interest-Rates.pdf	https://www.rba.gov.au/publications/rdp/2004/pdf/rdp2004-08.pdf
RBA_RDP2016-04_LaCava_Housing-Prices-Mortgage-Rates-Capital-Income.pdf	https://www.rba.gov.au/publications/rdp/2016/pdf/rdp2016-04.pdf
RBA_RDP2020-04_Jenner-Tulip_The-Apartment-Shortage.pdf	https://www.rba.gov.au/publications/rdp/2020/pdf/rdp2020-04.pdf
RBA_Bulletin2015-09_Kohler-vanderMerwe_Long-run-Trends-Housing-Price-Growth.pdf	https://www.rba.gov.au/publications/bulletin/2015/sep/pdf/bu-0915-3.pdf
RBA_Bulletin2023-03_Fixed-rate-Housing-Loans-Transmission-Financial-Stability.pdf	https://www.rba.gov.au/publications/bulletin/2023/mar/pdf/fixed-rate-housing-loans-monetary-policy-transmission-and-financial-stability-risks.pdf
RBA_Bulletin2024-07_Morgan-Ryan_Recent-Drivers-of-Housing-Loan-Arrears.pdf	https://www.rba.gov.au/publications/bulletin/2024/jul/pdf/recent-drivers-of-housing-loan-arrears.pdf
RBA_Bulletin2024-04_Cash-Rate-Passthrough-Outstanding-Mortgage-Rates.pdf	https://www.rba.gov.au/publications/bulletin/2024/apr/pdf/cash-rate-pass-through-to-outstanding-mortgage-rates.pdf
RBA_Bulletin2017-03_Leal-etal_Housing-Market-Turnover.pdf	https://www.rba.gov.au/publications/bulletin/2017/mar/pdf/bu-0317-3-housing-market-turnover.pdf
RBA_SMP2014-02_BoxB_Housing-Market-Auction-Clearance-Leads-Prices.pdf	https://www.rba.gov.au/publications/smp/2014/feb/pdf/box-b.pdf
BIS_WP114_Borio-Lowe_Asset-Prices-Financial-Monetary-Stability.pdf	https://www.bis.org/publ/work114.pdf
BIS_WP421_Drehmann-Juselius_Evaluating-Early-Warning-Indicators.pdf	https://www.bis.org/publ/work421.pdf
BIS_WP645_Drehmann-Juselius-Korinek_Accounting-for-Debt-Service.pdf	https://www.bis.org/publ/work645.pdf
BIS_WP395_Borio_Financial-Cycle-and-Macroeconomics.pdf	https://www.bis.org/publ/work395.pdf
BIS_QR2018-12_Borio-Drehmann-Xia_Financial-Cycle-Recession-Risk.pdf	https://www.bis.org/publ/qtrpdf/r_qt1812g.pdf
BIS_QR2009-03_Borio-Drehmann_Assessing-Risk-of-Banking-Crises-Revisited.pdf	https://www.bis.org/publ/qtrpdf/r_qt0903e.pdf
IMF_WP19-76_Ahuja-etal_Household-Debt-Consumption-Monetary-Policy-Australia.pdf	https://www.imf.org/en/-/media/files/publications/wp/2019/wpiea2019076.pdf
